PlaceID	PlaceName	PlaceType	PlaceCount
07d9caf30a083001	Rosen Inn at Pointe Orlando	poi	4
07d9ea955c485003	Toledo Bend Lake	poi	1
001efdc165225e22	Lakeport	city	1
07d9cddf57c81000	Sanibel Beach	poi	1
1111d69b9c5d6dac	Sardis	city	86
01b8a4421a777bcf	Mount Carmel	city	24
001ad7ad2ff9b1c0	Hiram	city	56
7ae8575e742d8f8a	D'Iberville	city	49
46fe4f949c7c201c	Donaldsonville	city	65
013cdd1d063c3e46	Wedgefield	city	16
07d9e49a93482002	Lake Tarpon	poi	1
4a184db9538f20c2	Galliano	city	25
9a2614ba0bd13905	Naples Manor	city	14
07d9d22a5bc84000	Igor's Checkpoint Charlie	poi	1
07d9d237da486000	Waterfront Park	poi	2
008d6d03760b7f58	Gamewell	city	12
4c8ec4dd375b72c2	Lexington	city	28
07d9d07a31485001	Monsignor Kelly Catholic High School	poi	1
07d9c97fd6887002	The University of Southern Mississippi	poi	5
92f03e393e8ada04	Crescent Beach	city	5
478b4bb953fdaf68	Hollandale	city	23
0f87a3f30ec27c82	Gautier	city	21
07d9de7479884000	Dunedin Elementary	poi	1
b047305958ecd947	Royston	city	13
985072cb854f35ee	Harbor Bluffs	city	4
07d9ec73c8883003	Disney's Beach Club Resort	poi	2
440b0a3475d40bc7	Neartown - Montrose	neighborhood	4
85c48fcdaeba417c	Forest City	city	27
3496512730330cc3	Downtown Jacksonville	neighborhood	23
31dfa65012f0d382	Pontotoc	city	26
0038ea6640fb847b	Carlyss	city	36
013127b30aaf3731	Shallotte	city	24
36ba9b448c377385	Paincourtville	city	11
3eaba204289a7cfc	Georgetown	city	70
01034d68647bce2f	Redland	city	58
1ee8b712a08aaee8	Barnwell	city	70
2994c15b7793f63d	Sheldon	city	21
07d9cafab4c81002	Sarasota Bay	poi	1
bf69cdc5efc018fb	Forsyth	city	20
015ee5f75c3aedc2	Davenport	city	68
00bd827734a4bdc1	Latimer	city	15
07d9cadd4c880002	Garden District	poi	2
9eda364213e08ef4	Eagleton Village	city	7
c779f4b8a1a2bf1b	El Lago	city	26
0a64b73a13d76000	Tower 41	poi	1
011fa62d73640f93	Bayou Blue	city	38
206c04eb122bf1eb	Silver Lake	city	25
5e74f64492696c68	St Martinville	city	45
3740e3802181338b	Hawkinsville	city	45
aab15d455af4dcc9	Brent	city	121
07d9ecb541088000	The Grove	poi	2
ac4a4ca2cb1d8a3d	Avery Creek	city	4
017bebcd720cb635	Charleston	city	13
07d9d57f9d887000	Monroe, LA	poi	6
07d9ed5fb2881001	Shaw University	poi	1
07d9eba765885000	Marriott Marquis Houston	poi	1
07d9e850b2087001	Georgetown Sinkhole	poi	1
f6fd5c370a72dfbb	Shoreline Park	city	1
07d9c9419cc87000	Middle Tennessee State University	poi	3
07d9d234f8883000	The University of Tennessee	poi	3
8d350371e2769966	Lilburn	city	57
07d9e4d175881001	MDFR Headquarters and Training Center	poi	8
0aaf869f1e9d44e5	Brogden	city	4
302fd2ea6a710f00	South Vacherie	city	24
07d9ed047bc80000	Paces Brook Apartments	poi	1
478f21ee458a81de	Jacksonville FL	admin	41
0b264c23f8554000	The Soda Parlor	poi	1
07d9d24e5e487002	Fort Myers Beach	poi	2
01bab3d11a8a48ad	Centerville	city	30
07d9f001b0880001	JB's Pour House	poi	1
5a3390f9475a3354	Lake Wales	city	89
07d9d4a96b087000	Word Of Life Church	poi	1
8ad36ff5ee338661	Grayson	city	39
07d9c9ba0b884001	The Buttermilk Drop	poi	1
15afdc7eb03e43ba	Greenville	city	78
07d9e38c4a081000	Sugarloaf Mills	poi	1
913f2ce1c3e5464e	Picayune	city	41
803c748eb357a975	Raleigh	city	12
27bab96869e9bfc1	Patterson	city	34
70963d6211dc24ee	Midtown	neighborhood	3
45c7c31fdee9eb61	Calhoun City	city	24
3a644e6e956a3e79	Labadieville	city	10
a299620c865b2ba9	Merrydale	city	55
0077fb0e1e988ad3	Splendora	city	25
0a6476dc0e176001	Snak Shak	poi	1
07d9e6593ec84000	European Wax Center	poi	1
07d9d24cc5c84002	Albany State University	poi	3
88efaec9035005c7	Donalsonville	city	5
639bb2fb92904efd	Scottsboro	city	42
27b037eb482e1fca	Ayden	city	15
07d9d6b36cc80000	Alief, Tx	poi	2
07d9e2710b885000	Park Inn by Radisson	poi	1
52ae8157b86ff28b	Mullins	city	59
07d9d2b1eac85002	Ellington Agriculture Center	poi	1
0159c4115ad819dd	Shady Hills	city	26
a6d2697d847410d1	Andalusia	city	22
8be443177c442246	Clayton	city	111
558ede3458f00665	South Pittsburg	city	18
07d9f88037088001	Hip Hop Fish & Chicken	poi	1
96095ae09b11c753	West Point	city	6
9530fe969a557562	Pendleton	city	59
d82177bd727bb74a	Coral Terrace	city	77
0043956c6f41307f	Braden River	city	50
48f2cf68666d4157	Shenandoah	city	104
1a62e3200400d208	Moncks Corner	city	37
0c16845f52143002	Pour Taproom Durham	poi	1
42e1363aa818ac7b	Ponce Inlet	city	7
07d9ce333a085002	Galveston Island Beach	poi	1
00c6858641196ed1	Three Lakes	city	81
6116c3253e5b6cb4	Indian Springs Village	city	18
07d9cc4260080002	Olympia Pointe	poi	1
07d9e57172c80001	Downtown Fort Pierce	poi	1
07d9d3a2c0083003	Camp Istrouma	poi	1
01f5a9551eb80375	Groveland	city	79
183a5da5f6f865f4	Kensington Park	city	13
07d9e41228c84000	Waveland Beach	poi	3
fa6139abf65c7f3e	Vinton	city	45
0855630ed5549001	harpoon harrys	poi	1
00aec15c45c72b5f	Juno	city	8
07d9d23d33486001	Germain Arena	poi	16
07d9db8eecc86002	Hampton Perry Georgia	poi	1
0a5e3b91701222fd	Homosassa Springs	city	36
6e9399e856233b5c	Soddy-Daisy	city	26
01363ee16eb8430d	Atlantic Beach	city	13
f449c8452e58c343	Nashville TN	admin	27
588377c705ef8b2f	Clearwater	city	17
07d9c94ec7086007	FAMU Student Dining Hall	poi	1
c7eb599c786e348b	Lincoln Park	city	6
07d9db7ffe083001	Disney's Pop Century Resort	poi	7
07d9d28a54087003	Panther Creek State Park	poi	1
07d9cb6fb3483004	Clements Baptist Church	poi	1
24c0c57bd6f498bd	Williamston	city	56
06664699750ebfde	Lady Lake	city	31
d6e19a9b56843775	Lakesite	city	10
07d9ea0aa0485000	Dunedin City Hall	poi	1
07d9f2bfc9c80000	Montgomery County Food Bank	poi	1
0048a6286b23279c	Hide-A-Way Lake	city	6
07d9e45b71885002	Calvary Baptist Church	poi	2
07d9f73897086003	Ryman Auditorium	poi	6
3e3475a81bc32ba3	Barker Ten Mile	city	3
3c480a0f29530386	Lookout Mountain	city	7
07d9f7467fc80000	Planet Fitness	poi	1
07d9ed7126882001	Hillsboro Inlet Lighthouse	poi	1
008722a001d72f4e	Hufsmith	city	5
1501105f277d2dfa	Charlotte Harbor	city	3
394a77dbe849957b	Citrus Springs	city	16
011e3377700e6b98	Delcambre	city	8
011a372256a6da2b	Clarkesville	city	7
0062b6df039f5af1	Emlyn	city	9
003ca6e5196a285a	Loxley	city	5
07d9e50443081000	Cloud 9	poi	1
08062ade48971000	New Atlanta Stadium	poi	50
07d9d85e8fc85001	iTech Immokalee Technical Center	poi	1
24824c723fad5931	City View	city	1
aad69d794d767bec	Cedar Grove	city	33
8098e9b7120ff56a	Four Oaks	city	10
07d9d2cdd1c86003	Sunlake High School	poi	2
07d9f59b1e087002	Helena High School	poi	1
008bf20554511916	Webbs	city	7
07d9d407e0c81001	The Vinings At Westwood	poi	1
2337da0638a0d2c7	Gulfport	city	40
07d9eda276881000	Taqueria La Favorita	poi	1
4e58377af9a8c411	Pinewood	city	130
07d9f618f8c86003	Wakulla County Sheriffs Office	poi	2
07d9f3132ec80001	Planet Fitness - Hiram, GA	poi	1
07d9db0da4085000	Lenox Square	poi	3
01cbb0983c632b45	Shackle Island	city	9
56e64351b5791650	Brusly	city	58
07d9d36d49086002	Tennessee Valley Fair	poi	1
07d9d56d16887000	Sailboat Bend	poi	2
07d9e36a7c084000	Dunes Village Resort	poi	1
0156a8f55eebc439	Washington	city	1
73ab031506362c1f	Tuscumbia	city	59
c53fe057eaa0a64d	West Miami	city	74
07d9db6e3a882002	Pelican Preserve	poi	1
07d9dbc626c82001	The Grand Marlin	poi	1
07d9e07bf5886000	Tailgate Alley	poi	1
01b04e3e5f3a81db	Lake Murray of Richland	city	81
07d9e3d57c881004	Wild Arctic	poi	1
4479797d4d745235	Conley	city	17
07d9e5872c482000	Lake Trail	poi	1
e4ea9dc0fe7ff9fd	Tequesta	city	31
01cd4f140b4c8948	Parks	city	4
00837e592df9759e	Hahira	city	86
63ca7806a3195a6b	Southern Pines	city	33
07d9e6c738081001	Avondale Historic District.	poi	2
07d9ef93b8084000	Cafe Istanbul	poi	1
4cabb2417b7c413d	Union	city	31
ce0d989d411b1369	Lewisburg	city	32
a0b05134ffb3597b	Clyde	city	3
e785184909c583bb	Madison	city	5
2638b201ce9c6b59	Satsuma	city	15
67af5e473c9fe261	South Sarasota	city	17
07d9e3e1d9087004	University Of Miami Hospital	poi	3
457b18393e2a6472	Ladonia	city	14
0626de14ecbdb216	El Campo	city	76
07d9ecce12481003	Roswell, GA	poi	1
07d9f42ec6482000	Summerhill	poi	3
f3e76b7c87630e72	Oakland	city	14
07d9f33795484002	Golden Corral	poi	1
07d9e14bd9888002	The Island in Pigeon Forge	poi	2
07d9d68092087000	Palm Harbor Fire Rescue Station 67	poi	2
511b003198bffae8	Ripley	city	14
016c8ffe6b7004d2	Phillipsburg	city	1
07d9c96ff0483003	Walmart Supercenter	poi	1
007172ad4a26e5a3	Swepsonville	city	11
cac22978c0754201	Ashburn	city	33
008aa2eb29abce02	Forrester	city	10
493a49cec998862a	Hazlehurst	city	11
07d9e3a02b088002	Outback Steakhouse	poi	1
775abdd559291794	Stallings	city	30
07d9f32effc83000	Tiger Town Tavern	poi	1
e629c744157f3740	Beverly Hills	city	43
0006bec76806fe3b	Hernando	city	60
c69bcfa65fe69f62	Pine Castle	city	59
f8a200ec2de49963	Lanett	city	30
ee7e36e22117d541	Rockingham	city	35
47ff655e4409ee30	Gate City	city	16
07d9f5ae5f084001	VooDoo BBQ & Grill	poi	2
0fc8e1fa6975a994	Port Sulphur	city	25
07d9e4f0bd082001	Sinclair Elementary	poi	1
41de88d76c42e840	Beacon Square	city	34
25041b89e1b96118	Woodmere	city	91
4d093fe1a52dde72	Lancaster	city	71
07d9ed5b8cc83000	Roan Mountain State Park	poi	1
01c86bbb3f75e936	Ventress	city	3
4fb2adc301fa8568	Baxley	city	20
b2afadd450fc5004	Sarasota Springs	city	52
004f0e4d4b242a73	Vacherie	city	23
6547705cfb8726b8	Sealy	city	23
6c18cdfa012de587	Meraux	city	60
07d9ecaaf7087002	Time Drive In	poi	2
122cafc5c5677421	Seagate	city	18
07d9d225c1084002	Vanderbilt Stadium - Dudley Field	poi	2
0febf38d0a2b15bc	West Pensacola	city	56
0776c8ba89608b0f	Greenway - Upper Kirby	neighborhood	4
e23917f2354bdc56	Welcome	city	6
0107b9e30f2cedca	Henderson	city	37
006805d366c27faa	Palmetto	city	43
830b4c002a8f098a	Vienna	city	21
07d9ca492b885002	Fontainebleau Milton	poi	1
0059f5c0513c6777	New Union	city	1
07d9ecb0f7083001	R.J. Reynolds High School	poi	1
07d9d22a89480002	Roswell Road Package Store	poi	1
07d9db0022087000	Discovery Green	poi	2
5293452c4298bcdd	Saks	city	38
6553e146f836a023	Fort Myers Beach	city	26
07d9cf31e0885001	Sushi Train	poi	1
2970ed867ee973ac	Willowbrook	neighborhood	1
07d9db815fc80000	Comfort Inn	poi	1
01c18683320c070e	West Canton	city	3
07d9e4126c880000	Woodlands Country Club	poi	1
08a6aa171914c002	Sparkle City Mini Golf	poi	3
07d9e3aebf083000	WakeMed Soccer Park	poi	2
07d9cd734fc81001	West Melbourne, FL	poi	6
01f93f0b5e32a52b	Hampton	city	1
07d9e915f1084001	Barcelona, Spain	poi	1
7dd1397f927169eb	Leisure City	city	70
07d9d2a213c85002	Rodeway Inn Maingate	poi	1
7744c43df01ae585	Nashville	city	22
009146163a4ace7e	Montreat	city	45
069bc8678d33a0ab	Thomasville Heights	neighborhood	5
07d9ee7b85887003	Oak Valley Golf Club	poi	1
07d9c93f0d885001	Gaylord Palms Resort & Convention Center	poi	1
011f191803c3f547	Chesnee	city	7
0192fab45c788189	East Dublin	city	6
07d9d85e4ec84004	Independence Cove	poi	1
11ac9ec89dbf7c83	Good Hope	city	7
69a2f9cb35745cb4	Rogersville	city	11
6a7c76947f5d29c5	South Beach	city	9
07d9dd18e8484000	SkyPoint Condominiums	poi	1
0147940a49bee2a4	Sigsbee	city	32
07d9dbfcf3085001	Trinity, FL	poi	1
4a7b876876f80502	Pearl River	city	10
0bc8d23fed0f7c3f	Madison	city	31
ddcc82d0cdffcb32	Brighton	city	9
019dc2bb1c05265b	Carolina Shores	city	9
07d9d22d44c87002	Centennial Park	poi	3
07d9deb0a4c85002	Phi Mu	poi	1
3d495a1d11dc97c8	DeLand Southwest	city	6
015760b40a23c7d6	Gibbs	city	28
1baa82a9e15eaf03	Leesville	city	16
07d9e38ad9888002	Miami Marriott Dadeland	poi	1
07d9e3bfe6886001	North Carolina Museum of Art	poi	2
da1f01470a09b0e8	New Llano	city	12
07d9d259ce880000	Florida / Georgia State Line	poi	1
001a98402fa5cfbf	Archer Lodge	city	3
862ac85a12d1ba69	Powder Springs	city	105
07d9cab527481001	Ebster Gym	poi	1
004734e06fbc5da1	Arcadia	city	33
011304402de3d69c	Flat Creek	city	5
01d5f73e5608124b	Kirkland	city	15
4777cdef36751c25	Eufaula	city	17
0b85a73cc7d41000	Seminole County, FL	poi	3
083d3196ff162000	pieology	poi	1
00dd079c37d93b93	Wallace	city	4
50aa8f2881416e47	Garden City	city	39
40dcd6157361f780	Astrodome Neighborhood	neighborhood	1
07d9dc9fae882002	Caloosahatchee Bridge	poi	1
07d9cd85b9487001	Superior Seafood & Oyster Bar	poi	1
00a2525a2f622b41	Gramercy	city	75
07d9d238ce887000	Hooters	poi	1
01d7af2f3e692838	Highland Lakes	city	14
07d9e4cb3fc81001	Sorrento, Florida	poi	2
009821100b40519d	Gloverville	city	13
07d9e395b9485002	Hard Rock Hotel at Universal Orlando	poi	3
07d9ed7a4b487001	River Park Marina	poi	2
0159b42c2f3f2207	Little River	city	27
c32a444362096e3a	River Ridge	city	34
169f5bd4e103ef40	Parris Island	city	3
11f7f450ca7473b7	Laurel	city	92
c48067b008a2d861	Long View	city	4
4115e2cfa7b3c2f9	Columbia	city	8
019f9c7c23dadc13	Crawfordville	city	2
07d9d9c98a483001	Negril Village ATL	poi	1
002250226b2d832c	Fairview	city	13
00fef4ce21638298	Lakeland	city	9
e01c064a0f1a73ff	Pinebluff	city	9
07d9d217a3886001	Miller Student Learning Center | MLC	poi	1
8b6e77fcde96d06a	Olympia Heights	city	65
ab597741c20efb2e	Englewood	city	13
00882a5a0270cf83	Foxworth	city	2
07d9d21dc5483004	WESH/WKCF TV	poi	5
7495352edb779151	Leland	city	36
07d9f624eac82000	Bugs Bunny World	poi	1
0857f3419b96a001	Krispy Kreme Doughnuts	poi	1
5b15bbf186955797	Brookdale	city	9
0044c2f4709633a2	Archdale	city	20
07d9e51e5d488001	Bascilica of St. Paul Catholic Church	poi	1
948636e2e6e6c6a7	Roebuck	city	7
07d9e4c8ca884002	Brenau University	poi	1
0c299b40190868f6	Live Oak	city	86
07d9d24e77086004	Red Lobster	poi	1
07d9dd1143486000	Darien Waterfront	poi	1
07d9df178c880000	Axelrad	poi	2
68af9cde77fb61dd	St Simons	city	6
07d9c9c572881003	Hilton Pensacola Beach Gulf Front	poi	1
5d9d8735bda065e7	Russellville	city	57
565cc6576069913f	Glen Alpine	city	6
07d9d89779c86000	South Fulton Pkwy	poi	1
07d9e8ae10888000	Avanti Resort Orlando	poi	4
07d9f7898e081001	Courtyard Fort Lauderdale SW/Miramar	poi	1
d710037d96755a2a	Smithville	city	31
0091ee9b3e49cee1	Bells Cross Roads	city	16
524264105d595809	Bloomingdale	city	19
0ba732486b160001	King's Bierhaus	poi	1
07d9d337ad886002	Emergency Services Complex	poi	8
0162afbe0e5cbfab	Stagecoach	city	15
07d9ee48bd084000	Ebenezer Baptist Church	poi	1
77d4cb9a35568dff	Jacksboro	city	13
07d9db2af3086004	Manatee County Public Safety Center	poi	4
07d9ecdf5a482005	The Franklin Theatre	poi	1
07d9cd3fec882001	Hackberry Rod & Gun	poi	1
2c1fc4e6162b9e9a	Larose	city	19
07d9c941bc883000	Disney's Boardwalk Inn	poi	2
07d9e398a3488002	AMC Southlake 24	poi	1
9a77732e25b1ec8a	Hampton	city	29
07d9db58b1480006	Macon City Auditorium	poi	1
0c7d87c4de94c002	Alabama Soccer Stadium	poi	1
07d9f30a9ec85001	State of Grace	poi	1
ae76c32be6b72dd6	Montz	city	3
5a339486eceb1df7	Midway	city	65
012290fa65d317e6	Park Place	city	9
07d9d4ed20087000	Vero Beach City Marina	poi	2
07d9d29199882002	State Farmers Market	poi	1
07d9ed0c6c882001	Vandergriff Park	poi	1
d36c3e15214e76af	Arabi	city	14
7ae09b8022667372	Piney Green	city	21
07d9e3870c881002	Melrose Mansion	poi	1
01a5e2ff6f5705f3	Creedmoor	city	30
5426f9b36638a3d9	Bonanza	city	35
07d9ec81f1c88003	Neyland Stadium	poi	18
07d9e397d5887002	World of Coca-Cola	poi	2
00d8b2fb4ed4382d	Dargin	city	35
ff027e94f4fa0676	West Perrine	city	37
07d9ecbe8bc83000	Providence Golf Club	poi	4
00e0b0315beb6583	Westlake	city	37
b2acf3dee65e2eaa	Gifford	city	23
56a09b3ba0bedaf5	East Houston	neighborhood	1
07d9c92e16087001	Regal Cinemas Atlantic Station 18 IMAX & RPX	poi	1
0021184d617fff67	Islamorada	city	7
07d9e3dc28887000	USS Alabama Battleship Memorial Park	poi	3
07d9dc07cd082001	Spring Hill College	poi	2
07d9c96341c82005	The National WWII Museum	poi	2
3297935a53c5a08c	Palm Beach	city	36
07d9ecaba7888001	Naples Daily News	poi	1
07d9f03cd9c82003	Toledo Club Apartments	poi	1
f9d502d771b03c5e	Cricket	city	5
07d9cda1b1083001	East Memphis	poi	1
01eed30d205a4e95	Laurel Park	city	7
07d9e416cf886002	Girls Preparatory School	poi	1
07d9f74a9f882000	Georgia Emergency Management Agency	poi	3
01c222630f25a70c	Moon Lake	city	5
a522a694f150f4f0	Northlakes	city	17
00dfbf164b2988a7	Des Allemands	city	11
006772b965e04c7d	Queenstown	city	13
fd103c678d15b743	Dumas	city	61
07d9ccb872888001	Cumberland University Gymnasium	poi	1
07d9ed0f39c88002	Gate A12	poi	1
286ce6f453dc7106	Signal Mountain	city	20
a52d3aa97487cedc	North Wilkesboro	city	4
1300fee58cefda2a	Judson	city	13
00119d346ce48d65	Whitsett	city	27
07d9ec8072c83002	Gatorland	poi	1
e05f8b7e13f0a714	Fayetteville	city	25
0836bb7765152000	Neuse River Brewing Company	poi	2
0af9c1e1b851695f	Opp	city	39
0563b8628c2590dc	Jeanerette	city	7
07d9d73926080001	Village At Midtown Pool	poi	1
07d9f3d8f4880000	Knoxville, Al	poi	1
6e6ed692ac0b92c9	Long Beach	city	42
07d9dcb1d2888001	Wears Valley	poi	1
e310affb43ae769d	South Gate Ridge	city	9
29e6586ffe24db96	Winnfield	city	20
afdfb123980a3334	Daytona Beach Shores	city	26
07d9f73cb5088000	Ruth's Chris Steak House	poi	1
0121e0a2317aef16	Napoleonville	city	30
0001bfd52a8eca50	Granite Quarry	city	37
d1bb2343ff6246a4	East Spencer	city	3
66d79cfee02f5205	Springdale	city	35
01f3c26b02bb37f1	Libuse	city	2
0045192b2fe612bc	Slater	city	16
01db12161b0a6332	Princeville	city	6
07d9d23a69483003	University of South Florida	poi	2
00cb7fe80f69e8fc	Metter	city	3
07d9cb998f481002	Lee County EOC	poi	9
0010d8cb53e58e5c	Bamford	city	57
0eafc6baaccf76d2	Sylacauga	city	31
d44b8fa9756997c3	Lake Park	city	47
2b0bbaf54f72f72c	Mobile AL-Pensacola FL	admin	12
013c737e70bdb267	Batesville	city	10
008c5aba0de5eebc	Sneads Ferry	city	2
1b03159d1c7a6854	Freedom Park	neighborhood	1
07d9ec81c7082001	Kona Grill	poi	1
943f4ad63e0cf730	Oxford	city	9
012d6ac605978797	Greenbrier	city	19
07d9e1c132086000	Starbucks	poi	1
01d5f3450eb5f8c2	Piedmont	city	11
07d9db3064086000	The University of Alabama	poi	10
010b79b424a540ab	Eglin Air Force Base	city	12
07d9dc118d080002	Lee High School Houston Texas	poi	2
07d9d8f6ebc81004	Kashmere Gardens	poi	2
0bdfb3a71c144000	Chick-fil-A	poi	1
07d9dfab78c85000	Jefferson Park	poi	1
07d9d2329b884001	LongHorn Steakhouse	poi	1
eedce445ae8552f6	Cypress Lake	city	4
015f0f20548c3514	Dunlap	city	11
83442f38935adfff	South Vinemont	city	4
07d9ca0f20885000	University High School	poi	7
00b33b561cf3899f	Nicholson	city	17
7474e1b5229674a2	Clinton	city	38
07d9d689a6083004	Cookeville, TN	poi	2
07d9d57e52486000	Myrtle Beach, SC	poi	1
0063664128534363	Centre	city	12
07d9cbc616880000	Kidani Village - Disney's Animal Kingdom Lodge	poi	5
07d9cc1618485002	JFK Draw Bridge	poi	1
98ce00cd948ac284	Bithlo	city	50
0127950e74aa4df1	Grifton	city	2
07d9eca013c87000	Fenian's Pub	poi	1
019ac4415d9771c2	Thunderbolt	city	1
01f04da151bfffde	Ramseur	city	4
59aed8f04596e178	Bee Ridge	city	38
15611202c01f2804	Grove City	city	4
07d9c9615c083001	South Houston High School	poi	2
c5e995fe877a12bf	Palm Beach Shores	city	28
07d9c93132c87001	Best Buy	poi	1
13dba893b9dc5319	Savannah	city	6
017eb742164f9e6e	Jan Phyl Village	city	9
5a6c65a046a2ec68	Columbia	city	6
39533ab2b9aa5756	Wilmington	city	6
c6368c5eda47f282	Asheville	city	6
07d9e8421dc82000	in HELL	poi	1
56a422ecb2e7a2d9	Swartz	city	41
07d9e81f34487000	Deco plage	poi	1
3fee78a64ed6a189	Camilla	city	23
334d9cfc02f0563f	Kingston	city	29
07d9f3f843c83001	Summit View Of Farragut	poi	4
0148ea0570abe6f6	Greenwood	city	4
018028783e32101c	Nebo	city	5
fbd5f80fa1222ad7	Key Colony Beach	city	2
07d9e7c9a4084001	12 South	poi	1
07d9c99b03c82002	Man-O-War Park	poi	1
07d9f7478ac88000	Miami Police Department	poi	3
db1b8112ce82f28d	Gulf Gate Estates	city	18
f437d8958d323f39	Sawmills	city	19
fda06e3e6e951607	Welsh	city	7
4cfc3d6749b55aca	Piedmont	city	11
1ca625fefefade3f	Polk City	city	24
07d9d2a513c87000	Battle Ground Academy	poi	1
7b84cd21eb2274e0	St Augustine Shores	city	25
401f85b7862eae5c	Morningside Lenox Park	neighborhood	1
07d9f7f259886000	Piggly Wiggly	poi	1
2ab88a34213f9c0d	Indian River Shores	city	4
47f899c94977cfdf	Moores Mill	city	8
07d9d81c7f082003	Downtown Nashville	poi	6
07d9f3ebb3484001	Abbotswood At Irving Park	poi	1
07d9c99035083000	Lambsburg Safety Rest Area / Welcome Center	poi	2
82715b2193b7fa0b	Connelly Springs	city	11
0017cccd515e628a	McAdenville	city	8
07d9c98282884001	Clearwater Marina	poi	1
58c159e3d4b8d0bb	Whitehaven	neighborhood	8
07d9ec6c68083002	Georgia Institute of Technology	poi	2
07d9db4855080003	Oregon Park	poi	2
82e03561c00be1fe	Sheridan	city	18
34a375175dbd3327	Meadows Place	city	13
97aba0c2400af778	Destrehan	city	57
3b00d3def130ae89	Ama	city	7
07d9d6d8dbc84001	Natchez Trace Parkway Visitor Center	poi	1
07d9cd43df883002	Smith Creek Park	poi	1
07d9db11d0c81002	The Vortex Bar & Grill	poi	1
07d9ecc702085001	Batman: The Ride	poi	1
07d9d39df8885002	Omni Villas at ChampionsGate	poi	1
07d9dafd71086000	The Varsity	poi	2
59cdad333c07f96a	Bay St Louis	city	32
7d0b9a4c14df7467	Flagler Beach	city	35
328eee32513f6656	East Flat Rock	city	9
319e39bee9b18dba	Springdale	city	3
4b6aba665e2871d9	Immokalee	city	27
0107e4665079098a	Social Circle	city	34
01e67f4016b9f8ac	Van Vleck	city	8
07d9eccc10c87001	Taco Bell	poi	1
b9ecb9ef687acee0	Sebring	city	27
0c09f32ad716b000	The Finley Center	poi	1
0b4d947cc1e48cb5	Chastain Park	neighborhood	3
7d13c7f53208ead4	Middle Valley	city	48
07d9ee7e73484000	South Holston Dam	poi	1
07d9c99601c86001	State Emergency Operations Center	poi	2
737ee8c6675f3384	West Helena	city	32
0bd20892cb940000	Parleaux	poi	1
5c72bd762cfeeb50	Fort Payne	city	24
07d9ee64b4c81003	Ponte Vedra Beach	poi	9
07d9c99331482004	Harbour Town Lighthouse	poi	1
dc8fe926ce6b229d	Brinkley	city	2
017e609f059ffe7b	Cabana Colony	city	16
07d9e3c898c81000	Easley Elementary	poi	1
07d9caa467483000	Downtown Gatlinburg	poi	2
6b24dae12ba11521	Allgood	city	2
16686419306e9b8d	Ben Hill	neighborhood	4
5f233dab0bebb079	Villas	city	9
07d9f5030f887000	The Park	poi	1
07d9ec9a28c83002	Courtyard Gainesville	poi	1
07d9db382fc80000	Kroger	poi	1
07d9cec8f6085002	Sullivans Island Beach	poi	3
3c8ea980a3232283	Bainbridge	city	35
b786b65876243328	Mocksville	city	23
809982c795c5b7c8	Meadowbrook	city	41
0c744ca53355d000	Whole Foods Market	poi	1
07d9d04609488000	Savannah Pool	poi	1
ad62ac9099a62f75	Labelle	city	10
07d9d4771b085004	Daytona Beach Oceanwalk POINT BREAK	poi	2
07d9e3874d487002	Hansen's Sno-Bliz	poi	1
09927b4613500f9e	India Hook	city	19
07d9f336c4487000	Carl A. Rudisill Library	poi	1
6daeff300c39cd82	Childersburg	city	25
07d9d637ec486002	Bayshore Marina	poi	1
ca63d96de537a49d	Lockport	city	2
07d9c93fefc84000	Woodcroft Professional Center	poi	1
00801d005116e0a4	Onalaska	city	3
07d9ecaa68c88000	Southern Arkansas University	poi	2
cf577251549fc9c1	Desoto Lakes	city	17
07d9db473a486001	Hammond School	poi	1
07d9e63a31480001	Grandmas Pool And Bar	poi	1
07d9c9cd35486000	Crighton Theatre	poi	1
07d9c957da885001	Birmingham Zoo	poi	1
07d9cfbbff482004	Extended Stay America	poi	1
b662399a28bafab7	Bethlehem	city	56
6ee71921a87168ab	Milner	city	2
00d2981101dd3fcf	Presquille	city	15
6d888f29c476b94a	Brownsville	city	36
224d8d4e6da92f36	Bradenton Beach	city	4
07d9f7bb16881000	Beach @ 75th	poi	1
000327a254ae86d1	Dalzell	city	24
07d9dc714c484000	Main St.	poi	1
7a15f6b26b4b752e	Center	city	30
9f01afcf2620212f	Hunters Creek Village	city	19
08f7e139ec14b000	Grillenbunker	poi	1
017911cc6957fe54	Huffman	city	25
07d9e84997c87001	Lake Nona, Florida	poi	8
07d9e652e3c82003	Rhoads Stadium	poi	1
1470167084d62696	Kemah	city	41
07d9f5bfe9084000	Southlake Mall	poi	1
07d9ecc94e083001	Ursuline Academy	poi	1
07d9f47d1d087000	El Cid Condominium	poi	1
bf4f35ca65ddb50c	Green Hill	city	44
07d9e3b1cc082000	Rosen Centre Hotel	poi	1
00030a773a4ffe7a	Midway	city	99
07d9d23b45886005	Regal Cinemas Stonecrest at Piper Glen 22 & IMAX	poi	1
07d9ec7dd5887002	Lake Lanier Islands	poi	1
00d4ad823b5d52b4	Bluff City	city	17
0b4f7f36a8d4a000	Fuudruckers	poi	1
07622e67bdc5910d	South Park	neighborhood	1
3e7c2c85d395483e	Avon Park	city	15
07d9ca5f47082001	Airborne School	poi	1
6f5ce553c37f6e71	Berwick	city	11
